Date,Close/Last,Volume,Open,High,Low
04/12/2022,99.55,3333983,99.68,99.84,99.49
04/11/2022,99.19,2137241,99.15,99.265,99.0634
04/08/2022,99.47,1593079,99.76,99.76,99.39
04/07/2022,99.98,1848203,100.11,100.245,99.91
04/06/2022,100.27,2903280,100.07,100.46,99.95
04/05/2022,100.37,5757322,101.11,101.11,100.35
04/04/2022,101.46,1580527,101.49,101.51,101.31
04/01/2022,101.26,1854552,100.94,101.35,100.88
03/31/2022,101.87,1746332,101.84,101.9499,101.77
03/30/2022,101.77,1527483,101.27,101.77,101.2401
03/29/2022,101.46,1941776,101.14,101.515,101.105
03/28/2022,100.96,1570910,100.85,101.00,100.8333
03/25/2022,100.79,2785448,101.36,101.36,100.732
03/24/2022,101.64,1946475,101.75,101.855,101.64
03/23/2022,102.15,1098119,101.97,102.21,101.89
03/22/2022,101.71,2017727,101.69,101.88,101.675
03/21/2022,102.07,1653212,102.56,102.57,102.045
